loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_ror,koi_prad,koi_teq,koi_insol,koi_dor,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass
1099,7690844,K01508.01,Kepler-871 b,CONFIRMED,22.045916300,0.8370,5.22000,8.0480e+02,0.029390,3.05,640.0,39.69,19.380000,5900.00,4.509,0.0700,0.9510,1.0650
1101,5438099,K01567.03,Kepler-306 d,CONFIRMED,17.326704450,0.7560,4.26900,8.0000e+02,0.028301,2.23,535.0,19.38,21.640000,4955.00,4.610,-0.1000,0.7210,0.7740
1102,5438099,K01567.04,Kepler-306 e,CONFIRMED,44.841116800,0.8640,5.90200,1.0516e+03,0.034889,2.75,390.0,5.45,33.100000,4955.00,4.610,-0.1000,0.7210,0.7740
1104,8009350,K01569.01,Kepler-892 b,CONFIRMED,13.752078510,0.8360,2.88310,1.2156e+03,0.036806,2.81,556.0,22.57,22.400000,4802.00,4.616,-0.1000,0.6990,0.7380
1105,8082001,K01570.01,Kepler-893 b,CONFIRMED,6.338559460,0.9070,3.46170,7.2170e+02,0.029391,3.31,1034.0,270.47,6.880000,6108.00,4.466,0.0700,1.0300,1.1320
1107,9277896,K01632.01,Kepler-915 b,CONFIRMED,4.594898160,0.9530,3.13810,1.0970e+02,0.012245,1.85,1319.0,716.65,3.940000,6056.00,4.217,0.1000,1.3810,1.1480
1108,9401997,K01633.01,Kepler-916 b,CONFIRMED,32.296427500,0.2070,4.56100,4.7220e+02,0.019489,1.90,503.0,15.14,54.010000,5246.00,4.470,0.1400,0.8910,0.8540
1109,10686864,K01637.01,Kepler-917 b,CONFIRMED,2.970418010,0.3790,2.23690,5.3070e+02,0.020967,1.70,991.0,228.11,9.640000,5068.00,4.608,-0.0200,0.7430,0.8330
1115,9631995,K00022.01,Kepler-422 b,CONFIRMED,7.891448838,0.3060,4.28540,1.0345e+04,0.093464,12.63,1028.0,263.54,14.784000,5972.00,4.313,0.2400,1.2370,1.1480
1117,7901948,K01511.01,Kepler-872 b,CONFIRMED,2.578852119,0.6250,2.35810,3.3430e+02,0.017525,1.63,1230.0,540.56,6.750000,5743.00,4.553,-0.1400,0.8530,0.9490
1119,6442377,K00176.01,Kepler-483 b,CONFIRMED,30.229102740,0.7700,6.67510,4.4340e+02,0.021046,3.49,755.0,76.88,23.190000,6325.00,4.188,0.1600,1.5180,1.2960
1123,10004519,K01572.01,Kepler-894 b,CONFIRMED,9.803211430,0.6630,4.46170,8.1340e+02,0.027603,2.99,896.0,152.12,13.210000,6170.00,4.472,-0.1600,0.9920,1.0630
1126,10879038,K01641.01,Kepler-918 b,CONFIRMED,4.853840400,0.9430,3.19800,1.9640e+02,0.016263,1.72,1052.0,288.70,4.510000,5778.00,4.483,0.1400,0.9680,1.0380
1127,10990917,K01643.01,Kepler-919 b,CONFIRMED,11.046053650,0.0640,4.79900,3.0830e+02,0.016086,1.80,869.0,134.66,17.840000,6093.00,4.429,-0.1200,1.0250,1.0250
1131,9729691,K01751.01,Kepler-949 b,CONFIRMED,8.689301216,0.0290,2.56300,1.1170e+03,0.029843,2.92,782.0,88.24,26.669000,5211.00,4.447,0.0800,0.8950,0.8170
1133,10904857,K00194.01,Kepler-488 b,CONFIRMED,3.120828136,0.7840,2.18780,1.6456e+04,0.130153,14.16,1303.0,680.79,8.920000,6122.00,4.471,-0.1000,0.9960,1.0700
1136,7871954,K01515.01,Kepler-303 b,CONFIRMED,1.937029968,0.1050,1.47270,3.1230e+02,0.016332,0.87,802.0,97.94,10.175000,4042.00,4.761,-0.6200,0.4900,0.5050
1137,7871954,K01515.02,Kepler-303 c,CONFIRMED,7.061173220,0.8450,1.04060,4.8170e+02,0.022906,1.23,521.0,17.41,29.900000,4042.00,4.761,-0.6200,0.4900,0.5050
1138,12418724,K01516.01,Kepler-873 b,CONFIRMED,20.553314410,0.7950,5.31360,6.7830e+02,0.026301,3.19,749.0,74.49,19.190000,6325.00,4.409,-0.0400,1.1120,1.1570
1139,7456001,K01517.01,Kepler-874 b,CONFIRMED,40.068671300,0.0290,5.88750,9.7090e+02,0.028574,3.10,560.0,23.27,53.460000,6026.00,4.411,-0.3600,0.9920,0.9240
1140,10028792,K01574.01,Kepler-87 b,CONFIRMED,114.736580000,0.5950,12.03550,4.8500e+03,0.066170,12.28,476.0,12.13,64.440000,5597.00,3.963,-0.1800,1.6990,0.9690
1141,10028792,K01574.02,Kepler-87 c,CONFIRMED,191.239133000,0.8760,16.94200,1.0612e+03,0.034854,6.47,401.0,6.14,47.500000,5597.00,3.963,-0.1800,1.6990,0.9690
1144,5299459,K01576.01,Kepler-307 b,CONFIRMED,10.415726660,0.6820,2.77190,8.2530e+02,0.027890,3.01,797.0,95.64,22.100000,5511.00,4.426,0.2000,0.9870,0.9470
1145,11153121,K01647.01,Kepler-313 b,CONFIRMED,14.970316640,0.3520,5.88400,2.9050e+02,0.015631,2.53,883.0,143.33,18.530000,5726.00,4.123,0.2100,1.4830,1.0660
1146,11153121,K01647.02,Kepler-313 c,CONFIRMED,32.275385300,0.6080,8.62200,2.2390e+02,0.014240,2.31,683.0,51.50,23.220000,5726.00,4.123,0.2100,1.4830,1.0660
1151,3967760,K01760.01,Kepler-317 b,CONFIRMED,5.524186250,0.4920,2.82600,4.9100e+02,0.020550,2.25,976.0,214.86,13.370000,5334.00,4.372,0.1600,1.0040,0.8650
1152,3967760,K01760.02,Kepler-317 c,CONFIRMED,8.775147820,0.5040,3.17600,3.5190e+02,0.017427,1.91,837.0,115.84,18.680000,5334.00,4.372,0.1600,1.0040,0.8650
1155,7549209,K01518.01,Kepler-875 b,CONFIRMED,27.507111400,0.9180,5.90700,5.8070e+02,0.026833,2.58,569.0,24.71,16.410000,5783.00,4.539,-0.0800,0.8800,0.9770
1156,7663405,K01519.01,Kepler-876 b,CONFIRMED,5.144364500,0.0310,2.70300,3.1070e+02,0.015692,1.55,923.0,171.63,14.770000,5157.00,4.445,0.1800,0.9040,0.8300
1157,9765975,K01520.01,Kepler-877 b,CONFIRMED,18.458483880,0.8320,3.37030,5.3530e+02,0.024147,2.50,632.0,37.81,25.000000,5311.00,4.419,0.1400,0.9480,0.8590
1158,9818462,K01521.01,Kepler-878 b,CONFIRMED,25.942158200,0.5770,4.04500,5.6970e+02,0.022458,1.95,501.0,14.85,41.400000,5167.00,4.585,0.1600,0.7960,0.8910
1160,5299459,K01576.02,Kepler-307 c,CONFIRMED,13.084242860,0.7010,3.04010,6.6200e+02,0.025138,2.71,739.0,70.51,24.600000,5511.00,4.426,0.2000,0.9870,0.9470
1161,9651668,K00183.01,Kepler-423 b,CONFIRMED,2.684328541,0.0760,2.69382,1.8136e+04,0.121923,12.73,1265.0,603.57,8.546000,5561.00,4.411,-0.1000,0.9560,0.8590
1163,12506770,K01577.01,Kepler-895 b,CONFIRMED,2.806243488,0.0430,1.62710,5.9960e+02,0.022156,1.41,771.0,83.53,13.469000,4153.00,4.684,-0.2200,0.5810,0.5950
1166,11337372,K01650.01,Kepler-920 b,CONFIRMED,6.531940240,0.8300,3.33510,7.7190e+02,0.028965,3.09,907.0,159.66,9.140000,5301.00,4.391,0.1600,0.9770,0.8560
1167,11337833,K01651.01,Kepler-921 b,CONFIRMED,51.301184400,0.0030,5.35900,4.9890e+02,0.020447,2.07,492.0,13.86,74.620000,6032.00,4.508,-0.1800,0.9290,1.0140
1169,11547505,K01655.01,Kepler-922 b,CONFIRMED,0.938466959,0.0540,1.30150,2.1740e+02,0.013337,1.58,1876.0,2919.17,5.604900,5499.00,4.323,0.1200,1.0870,0.9060
1171,11502867,K00195.01,Kepler-426 b,CONFIRMED,3.217518511,0.6380,2.11481,1.4319e+04,0.115425,11.38,1185.0,464.73,10.662000,5720.00,4.473,-0.2200,0.9030,0.8820
1172,9909735,K01779.01,Kepler-318 b,CONFIRMED,4.662719020,0.4850,2.75700,1.6306e+03,0.037636,3.86,1039.0,274.98,11.870000,5729.00,4.514,0.2100,0.9390,1.0510
1173,9909735,K01779.02,Kepler-318 c,CONFIRMED,11.815017400,0.8750,2.83400,1.0030e+03,0.033946,3.48,762.0,79.66,17.580000,5729.00,4.514,0.2100,0.9390,1.0510
1174,11551692,K01781.01,Kepler-411 c,CONFIRMED,7.834433676,0.7140,2.89000,2.0181e+03,0.044180,3.47,689.0,53.33,15.790000,4920.00,4.620,0.0700,0.7200,0.8220
1175,11551692,K01781.02,Kepler-411 b,CONFIRMED,3.005156911,0.8440,2.07470,6.9160e+02,0.027938,2.20,949.0,191.27,6.550000,4920.00,4.620,0.0700,0.7200,0.8220
1176,12266636,K01522.01,Kepler-879 b,CONFIRMED,33.385617600,0.5620,5.03610,5.5320e+02,0.022235,2.48,580.0,26.73,43.300000,5833.00,4.407,-0.0400,1.0220,0.9740
1179,7869917,K01525.01,Kepler-880 b,CONFIRMED,7.714676860,0.8990,4.58710,2.3390e+02,0.016382,4.65,1622.0,1636.72,6.150000,6900.00,3.843,0.0000,2.5990,1.7140
1180,9824805,K01526.01,Kepler-881 b,CONFIRMED,4.444482600,0.9410,3.68600,1.6300e+02,0.014510,1.71,1217.0,518.45,3.620000,6240.00,4.426,-0.0200,1.0790,1.1350
1183,7939330,K01581.02,Kepler-896 b,CONFIRMED,144.551628000,0.8870,16.59900,1.0352e+03,0.034847,3.06,303.0,1.99,35.500000,5510.00,4.572,-0.1600,0.8030,0.8770
1185,12602568,K01583.01,Kepler-897 b,CONFIRMED,8.047277210,0.9370,5.15900,4.8600e+02,0.025096,2.33,855.0,126.56,5.050000,5840.00,4.553,-0.2400,0.8490,0.9420
1186,9941066,K01584.01,Kepler-898 b,CONFIRMED,5.870634160,0.6420,2.57360,5.0560e+02,0.021514,1.44,616.0,33.99,13.880000,4166.00,4.660,-0.0600,0.6120,0.6240
1187,5972334,K00191.01,Kepler-487 b,CONFIRMED,15.358767771,0.4870,4.12230,1.4638e+04,0.112441,10.89,662.0,45.46,28.470000,5422.00,4.484,0.0200,0.8870,0.8740
1197,7691260,K01528.01,Kepler-882 b,CONFIRMED,3.989544192,0.0850,1.59100,1.9000e+02,0.012443,0.93,903.0,157.10,19.330000,5229.00,4.643,-0.4200,0.6880,0.7650
1198,9821454,K01529.01,Kepler-59 c,CONFIRMED,17.977603700,0.7210,4.60500,2.1390e+02,0.014377,1.58,752.0,75.61,21.310000,6296.00,4.460,-0.2600,1.0060,1.0660
1199,9821454,K01529.02,Kepler-59 b,CONFIRMED,11.869314400,0.7300,4.65300,1.0190e+02,0.009947,1.09,864.0,131.58,13.630000,6296.00,4.460,-0.2600,1.0060,1.0660
1200,11954842,K01530.01,Kepler-883 b,CONFIRMED,12.984946030,0.0460,3.44970,2.5720e+02,0.014670,1.64,818.0,105.74,29.150000,5948.00,4.384,-0.2600,1.0250,0.9300
1202,5470739,K01585.01,Kepler-899 b,CONFIRMED,19.178939760,0.0040,5.14400,7.5280e+02,0.024928,2.40,640.0,39.65,29.200000,5767.00,4.538,-0.0600,0.8810,0.9790
1203,10022908,K01586.01,Kepler-900 b,CONFIRMED,6.991304520,0.7400,2.15680,5.5540e+02,0.023477,1.95,716.0,62.05,17.540000,4847.00,4.606,0.3600,0.7610,0.8600
1205,5617854,K01588.01,Kepler-901 b,CONFIRMED,3.517494725,0.7420,1.56390,5.3280e+02,0.023021,1.42,704.0,58.08,12.120000,4132.00,4.699,-0.3000,0.5640,0.5780
1206,4932442,K01665.01,Kepler-923 b,CONFIRMED,6.933651670,0.9040,4.60800,1.1960e+02,0.011969,1.70,1104.0,351.27,5.310000,5861.00,4.212,0.0000,1.3040,1.0100
1208,5183357,K01669.01,Kepler-924 b,CONFIRMED,61.037359100,0.0710,8.37800,4.3750e+02,0.019179,3.38,610.0,32.74,56.590000,6309.00,4.154,0.2800,1.6140,1.3580
1209,5269467,K01672.01,Kepler-925 b,CONFIRMED,33.867778300,0.7870,3.72000,8.9480e+02,0.030574,2.31,394.0,5.69,46.200000,4564.00,4.593,-0.0600,0.6910,0.6830
1217,11764462,K01531.01,Kepler-884 b,CONFIRMED,5.699195920,0.0070,2.39060,1.5940e+02,0.011409,1.16,964.0,204.18,18.429000,5646.00,4.493,0.1200,0.9320,0.9860
1218,11656246,K01532.01,Kepler-885 b,CONFIRMED,18.114738130,0.8960,5.27060,2.4150e+02,0.016794,2.49,830.0,112.43,12.670000,6109.00,4.247,0.1400,1.3600,1.1940
1219,7808587,K01533.01,Kepler-886 b,CONFIRMED,6.241457910,0.0290,3.09980,1.6370e+02,0.011618,1.60,1111.0,360.09,15.566000,5810.00,4.250,0.1000,1.2590,1.0260
1220,4741126,K01534.01,Kepler-887 b,CONFIRMED,20.422244700,0.0590,6.22000,1.8930e+02,0.012581,1.78,785.0,89.74,25.360000,6119.00,4.274,0.1000,1.2990,1.1570
1221,5301750,K01589.01,Kepler-84 b,CONFIRMED,8.725854780,0.9110,4.47300,4.4670e+02,0.023183,2.86,985.0,222.19,7.000000,6036.00,4.326,-0.1800,1.1310,0.9870
1222,5301750,K01589.02,Kepler-84 c,CONFIRMED,12.882913950,0.9620,5.67600,4.6050e+02,0.025515,3.15,865.0,132.23,6.240000,6036.00,4.326,-0.1800,1.1310,0.9870
1223,5301750,K01589.03,Kepler-84 e,CONFIRMED,27.434597300,0.6030,5.03800,4.7260e+02,0.020758,2.56,672.0,48.29,34.300000,6036.00,4.326,-0.1800,1.1310,0.9870
1224,5301750,K01589.04,Kepler-84 d,CONFIRMED,4.224536310,0.8230,3.12800,1.5910e+02,0.012939,1.60,1254.0,584.24,6.150000,6036.00,4.326,-0.1800,1.1310,0.9870
1225,5301750,K01589.05,Kepler-84 f,CONFIRMED,44.552026600,0.6890,6.00000,3.6210e+02,0.018527,2.29,572.0,25.30,42.600000,6036.00,4.326,-0.1800,1.1310,0.9870
1226,5526717,K01677.01,Kepler-926 b,CONFIRMED,52.069002000,0.2750,3.00890,5.5830e+02,0.021433,2.92,524.0,17.76,130.100000,5565.00,4.251,0.3200,1.2460,1.0080
1231,6034945,K01683.01,Kepler-927 b,CONFIRMED,9.115002690,0.6750,4.55800,2.6830e+02,0.015881,1.78,906.0,159.34,11.630000,5962.00,4.431,0.0000,1.0280,1.0390
1233,8692861,K00172.01,Kepler-69 b,CONFIRMED,13.722368200,0.0090,5.12310,5.7110e+02,0.021681,2.23,746.0,73.16,20.914000,5637.00,4.399,-0.3000,0.9430,0.8130
1237,4741126,K01534.02,Kepler-887 c,CONFIRMED,7.638460840,0.4050,3.95700,7.1700e+01,0.007869,1.12,1089.0,333.30,13.630000,6119.00,4.274,0.1000,1.2990,1.1570
1238,11669125,K01535.01,Kepler-888 b,CONFIRMED,70.698172400,0.0260,6.63200,3.5770e+02,0.017221,1.63,417.0,7.11,82.820000,5811.00,4.536,-0.2000,0.8660,0.9400
1239,12159249,K01536.01,Kepler-889 b,CONFIRMED,3.744436450,0.1690,2.91910,7.3300e+01,0.007798,1.10,1328.0,736.89,9.750000,5876.00,4.269,0.2400,1.2930,1.1320
1251,6198999,K01687.01,Kepler-928 b,CONFIRMED,3.932460690,0.4160,2.17630,4.5550e+02,0.019407,1.65,894.0,151.31,12.870000,4841.00,4.533,0.1000,0.7790,0.7560
1252,6310636,K01688.01,Kepler-929 b,CONFIRMED,0.921030497,0.0250,2.60770,1.0150e+02,0.009158,1.62,2362.0,7380.64,2.786000,5843.00,4.069,0.1400,1.6150,1.1150
1253,6616218,K01692.01,Kepler-314 c,CONFIRMED,5.960400011,0.8000,2.86170,8.2830e+02,0.029409,2.85,890.0,148.26,10.350000,5418.00,4.534,0.2800,0.8860,0.9780
1254,7761545,K01472.01,Kepler-857 b,CONFIRMED,85.351487500,0.0520,6.75040,4.6747e+03,0.061610,6.31,390.0,5.44,102.423700,5584.00,4.478,0.1400,0.9380,0.9660
1256,12365184,K01474.01,Kepler-419 b,CONFIRMED,69.726466390,0.0190,3.71770,4.4912e+03,0.061648,11.65,613.0,33.30,152.089000,6430.00,4.107,0.2000,1.7310,1.3980
1260,10748390,K00003.01,Kepler-3 b,CONFIRMED,4.887803076,0.0540,2.36255,4.3158e+03,0.057823,4.82,800.0,96.67,16.708400,4778.00,4.591,0.3200,0.7630,0.8300
1261,11804465,K00020.01,Kepler-12 b,CONFIRMED,4.437962934,0.0690,4.69813,1.6388e+04,0.116814,18.05,1338.0,757.65,8.070200,5953.00,4.175,0.0800,1.4150,1.0930
1262,9663113,K00179.01,Kepler-458 c,CONFIRMED,20.740286450,0.4310,10.39390,1.0233e+03,0.029861,4.24,798.0,95.68,14.280000,6226.00,4.264,0.0000,1.2990,1.1290
1266,5289854,K01593.01,Kepler-308 b,CONFIRMED,9.695011460,0.2930,2.75000,5.1520e+02,0.020883,2.08,833.0,114.06,26.350000,5896.00,4.516,-0.1000,0.9140,1.0000
1267,5289854,K01593.02,Kepler-308 c,CONFIRMED,15.382539400,0.0150,3.81500,5.5050e+02,0.021393,2.14,714.0,61.61,31.470000,5896.00,4.516,-0.1000,0.9140,1.0000
1269,10006581,K01595.01,Kepler-902 b,CONFIRMED,40.109781700,0.0160,5.20960,7.3200e+02,0.024334,3.11,556.0,22.65,60.240000,5509.00,4.265,0.1400,1.1690,0.9180
1271,6616218,K01692.02,Kepler-314 b,CONFIRMED,2.461069620,0.5750,2.18400,8.4200e+01,0.008661,0.84,1195.0,483.09,7.170000,5418.00,4.534,0.2800,0.8860,0.9780
1273,7220429,K01700.01,Kepler-931 b,CONFIRMED,8.037537960,0.8210,2.91180,2.8650e+02,0.017584,1.54,744.0,72.44,12.700000,5044.00,4.511,-0.0200,0.8040,0.7640
1278,12403119,K01478.01,Kepler-858 b,CONFIRMED,76.136222220,0.0440,7.93930,2.9495e+03,0.049061,4.78,399.0,6.01,76.789000,5591.00,4.494,-0.0600,0.8920,0.9040
1285,10027323,K01596.01,Kepler-309 b,CONFIRMED,5.923657470,0.0450,2.63020,4.0650e+02,0.018295,0.99,531.0,18.87,17.510000,3883.00,4.762,-0.2800,0.4960,0.5180
1286,12019440,K00186.01,Kepler-485 b,CONFIRMED,3.243259880,0.1170,3.03318,1.6451e+04,0.116687,12.91,1243.0,563.17,9.095000,5823.00,4.438,0.1000,1.0130,1.0270
1288,10004738,K01598.01,Kepler-310 c,CONFIRMED,56.475806900,0.8620,5.96100,1.0918e+03,0.035104,3.22,417.0,7.14,41.500000,5497.00,4.570,0.0700,0.8390,0.9520
1289,10004738,K01598.02,Kepler-310 d,CONFIRMED,92.874729400,0.9170,7.47400,6.5880e+02,0.028851,2.64,353.0,3.68,44.300000,5497.00,4.570,0.0700,0.8390,0.9520
1290,7304449,K01702.01,Kepler-1650 b,CONFIRMED,1.538180949,0.9320,1.26350,8.4100e+02,0.033564,1.00,602.0,30.85,4.270000,3364.00,4.978,-0.0600,0.2740,0.2600
1293,7626370,K01706.01,Kepler-932 b,CONFIRMED,1.921437488,0.9190,1.90460,2.7870e+02,0.019017,1.77,1276.0,626.79,3.520000,5238.00,4.472,-0.0800,0.8510,0.7840
1294,7703955,K01707.01,Kepler-315 b,CONFIRMED,96.109323000,0.9480,9.87700,9.8230e+02,0.036533,4.01,409.0,6.59,31.200000,5792.00,4.375,-0.2600,1.0050,0.8750
1295,7512982,K01480.01,Kepler-859 b,CONFIRMED,20.381748020,0.2950,3.79220,1.5971e+03,0.035772,3.16,528.0,18.36,40.770000,4883.00,4.515,0.1800,0.8080,0.7790
1297,9597806,K01481.01,Kepler-860 b,CONFIRMED,5.101375725,0.0270,2.59500,8.9460e+02,0.027246,2.84,1050.0,287.28,15.434000,5869.00,4.479,-0.0400,0.9540,1.0010
1303,9663113,K00179.02,Kepler-458 b,CONFIRMED,572.376632000,0.7120,24.42000,1.7434e+03,0.040914,5.80,264.0,1.15,136.100000,6226.00,4.264,0.0000,1.2990,1.1290
1306,10004738,K01598.03,Kepler-310 b,CONFIRMED,13.930687910,0.9120,2.31200,1.8650e+02,0.015266,1.40,665.0,46.19,20.580000,5497.00,4.570,0.0700,0.8390,0.9520
1309,5438757,K01601.01,Kepler-903 b,CONFIRMED,10.350784150,0.7900,6.25300,2.7310e+02,0.016746,1.97,842.0,119.01,8.140000,5534.00,4.338,0.1400,1.0800,0.9260
1310,5438757,K01601.02,Kepler-903 c,CONFIRMED,62.922493600,0.9280,11.64000,4.1780e+02,0.023333,2.75,462.0,10.73,17.850000,5534.00,4.338,0.1400,1.0800,0.9260
1312,5972334,K00191.04,Kepler-487 c,CONFIRMED,38.652079600,0.0380,5.60700,5.6650e+02,0.021372,2.07,487.0,13.28,53.750000,5422.00,4.484,0.0200,0.8870,0.8740
1313,7815744,K01710.01,Kepler-933 b,CONFIRMED,14.204426160,0.0110,3.89800,8.0060e+02,0.025721,1.90,602.0,31.10,28.560000,5350.00,4.647,-0.5600,0.6780,0.7580
1314,7955580,K01711.01,Kepler-934 b,CONFIRMED,55.673582000,0.2740,3.77800,7.6510e+02,0.024780,2.19,384.0,5.16,111.100000,4998.00,4.530,0.1400,0.8080,0.8060
1315,8230616,K01713.01,Kepler-316 c,CONFIRMED,6.827781570,0.3360,2.37260,5.4580e+02,0.021440,1.34,577.0,26.31,21.220000,4198.00,4.689,-0.3200,0.5740,0.5870
1317,7898352,K01486.01,Kepler-302 c,CONFIRMED,127.282444200,0.8270,7.15450,8.0886e+03,0.093207,12.04,392.0,5.61,97.120000,5733.00,4.281,0.0600,1.1830,0.9740
1318,11402995,K00173.01,Kepler-481 b,CONFIRMED,10.060832380,0.6720,4.57180,4.6020e+02,0.020765,2.58,899.0,154.16,12.940000,5705.00,4.297,0.0000,1.1400,0.9390
1319,7898352,K01486.02,Kepler-302 b,CONFIRMED,30.183702100,0.0110,5.87900,9.7490e+02,0.028292,3.65,634.0,38.20,40.330000,5733.00,4.281,0.0600,1.1830,0.9740
1322,7951018,K01553.01,Kepler-890 b,CONFIRMED,52.758785050,0.3440,6.65170,5.8058e+03,0.070522,8.76,540.0,20.08,61.400000,6228.00,4.413,0.2100,1.1370,1.2210
1326,7747425,K01952.04,Kepler-341 e,CONFIRMED,42.472907800,0.3610,7.25300,3.3400e+02,0.016741,2.03,539.0,19.93,42.500000,5616.00,4.327,0.1400,1.1110,0.9570
1327,9892816,K01955.01,Kepler-342 b,CONFIRMED,15.170269210,0.9170,4.33110,2.2480e+02,0.016517,2.47,905.0,158.23,11.750000,6297.00,4.260,0.1400,1.3690,1.2470
1328,9892816,K01955.02,Kepler-342 d,CONFIRMED,39.457622800,0.9670,9.55700,2.4480e+02,0.018714,2.80,658.0,44.26,10.210000,6297.00,4.260,0.1400,1.3690,1.2470
1329,9836149,K01958.01,Kepler-66 b,CONFIRMED,17.815968900,0.9110,3.67650,7.7680e+02,0.030625,3.12,699.0,56.48,17.870000,5964.00,4.484,-0.2200,0.9330,0.9680
1330,11512246,K00168.02,Kepler-23 d,CONFIRMED,15.274438890,0.1530,6.07650,2.0670e+02,0.013073,2.17,896.0,152.62,19.240000,5761.00,4.091,0.0600,1.5180,1.0360
1331,4813563,K01959.01,Kepler-1026 b,CONFIRMED,36.515763900,0.7870,3.65770,8.6130e+02,0.029932,2.55,425.0,7.71,50.700000,4847.00,4.540,0.1400,0.7810,0.7720
1332,2985767,K02032.01,Kepler-1063 b,CONFIRMED,14.079692360,0.5440,1.37500,1.6950e+02,0.012317,2.08,931.0,177.81,66.800000,5821.00,4.097,0.1400,1.5470,1.0920
1333,2304320,K02033.01,Kepler-1064 b,CONFIRMED,16.540813860,0.6880,2.59960,3.7000e+02,0.018716,1.57,570.0,24.87,36.500000,5064.00,4.572,0.0000,0.7690,0.8060
1334,3657758,K02034.01,Kepler-1065 b,CONFIRMED,3.609313059,0.4080,1.77520,1.3751e+03,0.034342,3.26,1092.0,336.16,14.780000,5668.00,4.545,-0.0200,0.8680,0.9630
1335,9790806,K02035.01,Kepler-1066 b,CONFIRMED,1.931555460,0.8610,1.61400,5.0490e+02,0.023982,2.25,1290.0,655.43,5.150000,5461.00,4.552,0.1400,0.8580,0.9570
1336,6382217,K02036.01,Kepler-353 c,CONFIRMED,8.411003050,0.9050,2.45530,7.5560e+02,0.030498,1.80,472.0,11.71,12.940000,3757.00,4.718,0.1800,0.5390,0.5520
1337,5375194,K01825.01,Kepler-964 b,CONFIRMED,13.522523640,0.2160,3.98700,6.9060e+02,0.023690,2.11,652.0,42.82,25.940000,5338.00,4.557,0.0000,0.8160,0.8750
1338,6468138,K01826.01,Kepler-965 b,CONFIRMED,134.252047400,0.0010,9.06360,8.3210e+02,0.026201,3.43,393.0,5.63,116.123000,5818.00,4.276,0.0200,1.2000,0.9910
1339,10019708,K00199.01,Kepler-490 b,CONFIRMED,3.268695042,0.0650,3.45188,1.0091e+04,0.091563,16.91,1597.0,1539.00,7.907900,5927.00,4.046,0.1400,1.6910,1.1610
1340,11875734,K01828.01,Kepler-966 b,CONFIRMED,99.746880400,0.8280,6.80400,1.2870e+03,0.037015,3.94,391.0,5.55,69.900000,5620.00,4.363,-0.3200,0.9740,0.7970
1342,7046804,K00205.01,Kepler-492 b,CONFIRMED,11.720123999,0.6230,3.00390,9.7633e+03,0.094404,7.94,660.0,44.89,26.830000,5215.00,4.564,-0.1600,0.7700,0.7920
1343,7449136,K01890.01,Kepler-1002 b,CONFIRMED,4.336435060,0.6410,4.14450,1.0850e+02,0.010024,1.75,1453.0,1054.56,6.290000,6180.00,4.133,0.1200,1.6030,1.2750
1344,8680979,K01891.01,Kepler-330 c,CONFIRMED,15.955419130,0.3140,3.98510,7.6260e+02,0.024767,2.18,573.0,25.54,29.840000,4891.00,4.516,0.1600,0.8050,0.7760
1345,8680979,K01891.02,Kepler-330 b,CONFIRMED,8.259803520,0.1610,2.92800,2.9840e+02,0.015322,1.35,714.0,61.43,21.610000,4891.00,4.516,0.1600,0.8050,0.7760
1347,6949061,K01960.01,Kepler-343 b,CONFIRMED,8.968470340,0.5580,4.40730,2.3430e+02,0.014445,2.17,1024.0,259.95,13.190000,5808.00,4.185,0.1400,1.3740,1.0540
1348,7269493,K01961.01,Kepler-1027 b,CONFIRMED,1.907810683,0.4100,1.87070,1.2050e+02,0.010107,0.91,1268.0,609.28,7.220000,5435.00,4.578,0.0700,0.8240,0.9370
1352,11657891,K01965.01,Kepler-1028 b,CONFIRMED,2.514628496,0.2470,1.62390,2.2840e+02,0.013835,1.27,1217.0,517.89,11.650000,5662.00,4.560,-0.1200,0.8400,0.9370
1353,6305192,K00219.01,Kepler-494 b,CONFIRMED,8.025118521,0.4540,5.36940,3.1204e+03,0.052128,7.79,1093.0,336.73,10.860000,6002.00,4.196,0.0000,1.3690,1.0730
1354,6382217,K02036.02,Kepler-353 b,CONFIRMED,5.795294950,0.7140,2.27200,3.3430e+02,0.017910,1.05,534.0,19.23,14.160000,3757.00,4.718,0.1800,0.5390,0.5520
1357,8950568,K02038.01,Kepler-85 b,CONFIRMED,8.305377020,0.4890,3.75100,3.6560e+02,0.017763,1.69,809.0,101.43,15.110000,5435.00,4.495,-0.0200,0.8730,0.8700
1358,3326377,K01830.01,Kepler-967 b,CONFIRMED,13.227140560,0.0130,3.28610,8.1200e+02,0.025421,2.22,638.0,39.10,31.530000,5180.00,4.548,0.0000,0.8000,0.8250
1359,11601584,K01831.01,Kepler-324 c,CONFIRMED,51.809827600,0.2730,6.34300,1.0254e+03,0.028842,2.60,410.0,6.71,61.900000,5191.00,4.530,0.0800,0.8260,0.8440
1360,11601584,K01831.02,Kepler-324 b,CONFIRMED,4.385364280,0.3350,2.51260,1.9850e+02,0.012779,1.15,935.0,180.22,12.760000,5191.00,4.530,0.0800,0.8260,0.8440
