loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_ror,koi_prad,koi_teq,koi_insol,koi_dor,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass
204,7287995,K00877.01,Kepler-81 b,CONFIRMED,5.954899930,0.3270,2.38920,1.4107e+03,0.033728,2.33,635.0,38.52,18.690000,4261.00,4.641,-0.0600,0.6330,0.6400
205,7287995,K00877.02,Kepler-81 c,CONFIRMED,12.039874880,0.2860,2.73630,1.2506e+03,0.031605,2.18,502.0,15.06,33.320000,4261.00,4.641,-0.0600,0.6330,0.6400
206,7287995,K00877.03,Kepler-81 d,CONFIRMED,20.837628950,0.7060,2.37340,4.3900e+02,0.020532,1.42,418.0,7.24,49.400000,4261.00,4.641,-0.0600,0.6330,0.6400
208,7303253,K00878.01,Kepler-711 b,CONFIRMED,23.589171430,0.9260,5.07300,1.2007e+03,0.040151,3.16,487.0,13.34,16.880000,4919.00,4.566,-0.2400,0.7210,0.6970
209,5094751,K00123.01,Kepler-109 b,CONFIRMED,6.481633073,0.8330,3.78400,2.9850e+02,0.017836,2.54,1145.0,406.25,7.710000,5945.00,4.213,-0.0800,1.3020,1.0090
210,7678434,K00892.01,Kepler-716 b,CONFIRMED,10.371689280,0.5370,3.03500,1.2549e+03,0.033023,3.20,720.0,63.68,23.000000,5121.00,4.457,0.1800,0.8880,0.8220
212,7685981,K00893.01,Kepler-717 b,CONFIRMED,4.408413310,0.8990,5.01200,5.4940e+02,0.025379,2.66,1139.0,398.00,3.450000,6007.00,4.457,-0.2400,0.9610,0.9680
214,7373451,K00881.02,Kepler-712 c,CONFIRMED,226.890477500,0.7310,7.55800,3.1364e+03,0.055361,4.53,236.0,0.73,174.700000,5067.00,4.585,-0.0800,0.7500,0.7890
217,7434875,K00884.01,Kepler-247 c,CONFIRMED,9.439459486,0.0490,2.89790,3.0361e+03,0.048953,4.16,686.0,52.32,26.081000,5097.00,4.597,0.2100,0.7790,0.8910
218,8349582,K00122.01,Kepler-95 b,CONFIRMED,11.523067458,0.0000,3.87570,5.0730e+02,0.020288,3.13,927.0,174.81,23.181000,5644.00,4.162,0.3000,1.4110,1.0530
219,7434875,K00884.02,Kepler-247 d,CONFIRMED,20.477488430,0.4970,2.83640,1.3824e+03,0.034376,2.92,530.0,18.65,50.000000,5097.00,4.597,0.2100,0.7790,0.8910
220,7434875,K00884.03,Kepler-247 b,CONFIRMED,3.336123113,0.2520,1.96160,5.1630e+02,0.020396,1.74,970.0,209.79,12.860000,5097.00,4.597,0.2100,0.7790,0.8910
221,7455287,K00886.01,Kepler-54 b,CONFIRMED,8.010784560,0.1920,2.31200,1.3336e+03,0.033470,1.72,453.0,9.90,26.890000,3713.00,4.779,-0.1200,0.4700,0.4840
222,7455287,K00886.02,Kepler-54 c,CONFIRMED,12.071342050,0.0140,4.32240,7.5920e+02,0.025158,1.29,395.0,5.74,21.878000,3713.00,4.779,-0.1200,0.4700,0.4840
223,7455287,K00886.03,Kepler-54 d,CONFIRMED,20.995878720,0.2280,2.63330,7.6730e+02,0.025412,1.30,328.0,2.74,60.900000,3713.00,4.779,-0.1200,0.4700,0.4840
224,7458762,K00887.01,Kepler-713 b,CONFIRMED,7.411131770,0.7120,2.52420,6.2050e+02,0.024438,2.45,905.0,158.11,16.550000,5849.00,4.517,-0.0200,0.9190,1.0140
226,757450,K00889.01,Kepler-75 b,CONFIRMED,8.884922995,0.0690,2.07004,1.6053e+04,0.114124,10.51,770.0,83.21,36.466000,5332.00,4.500,-0.0800,0.8430,0.8210
227,7585481,K00890.01,Kepler-714 b,CONFIRMED,8.098889060,0.0180,4.20241,6.9111e+03,0.076211,8.95,986.0,223.19,15.854600,6214.00,4.442,0.0700,1.0760,1.1690
228,7663691,K00891.01,Kepler-715 b,CONFIRMED,10.006530120,0.8620,5.34400,9.3610e+02,0.032174,3.52,876.0,139.21,8.170000,6063.00,4.470,-0.0200,1.0010,1.0790
229,5812701,K00012.01,Kepler-448 b,CONFIRMED,17.855221681,0.0750,7.41287,9.0652e+03,0.088150,13.16,911.0,163.04,19.986000,6823.00,4.308,0.0700,1.3670,1.3860
232,8039892,K00903.01,Kepler-719 b,CONFIRMED,5.007316661,0.3440,4.23620,6.9323e+03,0.077106,6.96,998.0,234.28,9.240000,5865.00,4.563,-0.3400,0.8270,0.9140
233,8150320,K00904.01,Kepler-55 d,CONFIRMED,2.211116989,0.6900,1.64850,7.2420e+02,0.026289,1.85,931.0,177.19,7.830000,4500.00,4.656,-0.0200,0.6460,0.7100
234,8150320,K00904.02,Kepler-55 b,CONFIRMED,27.954133700,0.0630,3.95000,9.4250e+02,0.026973,1.90,400.0,6.04,55.430000,4500.00,4.656,-0.0200,0.6460,0.7100
235,11086270,K00124.01,Kepler-110 b,CONFIRMED,12.691043870,0.0080,3.77270,2.5210e+02,0.014487,2.57,1008.0,244.30,26.076000,5869.00,4.024,-0.1600,1.6260,1.0190
237,7825899,K00896.01,Kepler-248 c,CONFIRMED,16.239470960,0.0430,4.03740,2.5907e+03,0.045252,4.14,598.0,30.14,32.100000,5191.00,4.564,0.3400,0.8370,0.9370
238,7825899,K00896.02,Kepler-248 b,CONFIRMED,6.308201629,0.0300,2.97850,1.3285e+03,0.032418,2.96,819.0,106.44,16.707000,5191.00,4.564,0.3400,0.8370,0.9370
239,7849854,K00897.01,Kepler-718 b,CONFIRMED,2.052349884,0.4370,2.07780,1.4281e+04,0.111230,13.12,1497.0,1183.18,7.743000,5855.00,4.393,0.1400,1.0800,1.0490
240,7870390,K00898.01,Kepler-83 b,CONFIRMED,9.770448600,0.0900,2.45170,1.8978e+03,0.040133,2.23,460.0,10.59,31.550000,3906.00,4.730,-0.3200,0.5090,0.5080
241,7870390,K00898.02,Kepler-83 d,CONFIRMED,5.169804269,0.3510,2.15300,1.0374e+03,0.029936,1.66,569.0,24.75,17.770000,3906.00,4.730,-0.3200,0.5090,0.5080
242,5094751,K00123.02,Kepler-109 c,CONFIRMED,21.222611950,0.0200,6.50930,3.6600e+02,0.017460,2.48,771.0,83.56,25.344000,5945.00,4.213,-0.0800,1.3020,1.0090
243,7870390,K00898.03,Kepler-83 c,CONFIRMED,20.090170370,0.8860,4.15400,1.4321e+03,0.040437,2.25,362.0,4.05,20.200000,3906.00,4.730,-0.3200,0.5090,0.5080
244,7907423,K00899.01,Kepler-249 c,CONFIRMED,7.113732570,0.3340,2.17640,8.0760e+02,0.025862,1.16,429.0,8.01,24.230000,3561.00,4.855,0.0000,0.4110,0.4400
245,7907423,K00899.02,Kepler-249 b,CONFIRMED,3.306551643,0.0010,1.81770,5.0920e+02,0.020275,0.91,554.0,22.19,14.190000,3561.00,4.855,0.0000,0.4110,0.4400
246,7907423,K00899.03,Kepler-249 d,CONFIRMED,15.368457370,0.1150,2.47140,7.5610e+02,0.024710,1.11,332.0,2.86,48.380000,3561.00,4.855,0.0000,0.4110,0.4400
248,8490993,K00911.01,Kepler-722 b,CONFIRMED,4.093578461,0.9300,2.58330,5.3860e+02,0.026123,2.85,1182.0,461.07,5.330000,6077.00,4.471,-0.0400,0.9990,1.0770
249,8490993,K00911.02,Kepler-722 c,CONFIRMED,105.145959000,0.9640,8.59300,6.8540e+02,0.031397,3.43,401.0,6.09,34.300000,6077.00,4.471,-0.0400,0.9990,1.0770
250,8505670,K00912.01,Kepler-252 c,CONFIRMED,10.848451800,0.2100,2.99930,1.6756e+03,0.036303,2.34,499.0,14.66,28.050000,4201.00,4.682,-0.2000,0.5910,0.6090
251,8505670,K00912.02,Kepler-252 b,CONFIRMED,6.668332410,0.6440,1.91500,3.6230e+02,0.018246,1.18,587.0,28.06,21.000000,4201.00,4.682,-0.2000,0.5910,0.6090
252,8544996,K00913.01,Kepler-723 b,CONFIRMED,4.082274889,0.0930,3.23015,1.7859e+04,0.121652,10.55,1016.0,251.48,10.812000,5655.00,4.581,-0.3000,0.7940,0.8860
254,8150320,K00904.03,Kepler-55 c,CONFIRMED,42.140608900,0.0450,5.08300,8.9550e+02,0.026274,1.85,349.0,3.49,64.940000,4500.00,4.656,-0.0200,0.6460,0.7100
255,8150320,K00904.04,Kepler-55 e,CONFIRMED,4.617490562,0.6490,2.26180,5.7580e+02,0.023024,1.62,728.0,66.47,12.350000,4500.00,4.656,-0.0200,0.6460,0.7100
256,8150320,K00904.05,Kepler-55 f,CONFIRMED,10.198492550,0.7140,2.42830,6.3410e+02,0.024778,1.75,559.0,23.11,23.600000,4500.00,4.656,-0.0200,0.6460,0.7100
258,8226994,K00906.01,Kepler-250 c,CONFIRMED,7.156815520,0.4500,2.58820,8.6700e+02,0.026979,2.47,782.0,88.23,19.510000,5029.00,4.494,0.1400,0.8380,0.7980
259,8226994,K00906.02,Kepler-250 d,CONFIRMED,17.648308510,0.6530,2.08730,7.6330e+02,0.026581,2.43,579.0,26.49,51.100000,5029.00,4.494,0.1400,0.8380,0.7980
260,8226994,K00906.03,Kepler-250 b,CONFIRMED,4.148107190,0.0930,2.53500,1.7520e+02,0.011755,1.08,938.0,182.76,12.610000,5029.00,4.494,0.1400,0.8380,0.7980
261,8247638,K00907.01,Kepler-251 c,CONFIRMED,16.514109890,0.3950,4.15750,9.7350e+02,0.028718,2.72,655.0,43.57,28.840000,5527.00,4.488,-0.1800,0.8660,0.8410
262,8247638,K00907.02,Kepler-251 d,CONFIRMED,30.132929800,0.8390,5.17200,1.0158e+03,0.033220,3.14,536.0,19.55,26.800000,5527.00,4.488,-0.1800,0.8660,0.8410
263,8247638,K00907.03,Kepler-251 b,CONFIRMED,4.790908090,0.1100,2.60300,2.5130e+02,0.014349,1.36,990.0,227.24,14.190000,5527.00,4.488,-0.1800,0.8660,0.8410
264,11086270,K00124.02,Kepler-110 c,CONFIRMED,31.719810130,0.1250,4.81900,3.6340e+02,0.017414,3.09,743.0,71.97,50.780000,5869.00,4.024,-0.1600,1.6260,1.0190
265,8247638,K00907.04,Kepler-251 e,CONFIRMED,99.641596200,0.0280,4.44800,9.5250e+02,0.027879,2.64,360.0,3.97,175.840000,5527.00,4.488,-0.1800,0.8660,0.8410
266,8255887,K00908.01,Kepler-720 b,CONFIRMED,4.708326451,0.0610,3.16114,7.9127e+03,0.080242,10.60,1162.0,431.02,12.288000,5560.00,4.246,0.1400,1.2100,0.9400
268,8414716,K00910.01,Kepler-721 b,CONFIRMED,5.392026903,0.3140,2.98040,1.1514e+03,0.030649,2.68,850.0,123.33,13.580000,5198.00,4.589,0.2100,0.8010,0.9150
270,9141746,K00929.01,Kepler-730 b,CONFIRMED,6.491682808,0.5350,4.30100,7.1633e+03,0.079893,9.66,1062.0,301.54,10.840000,6123.00,4.413,0.1400,1.1070,1.1590
272,9166862,K00931.01,Kepler-731 b,CONFIRMED,3.855603916,0.3480,3.21790,1.6653e+04,0.119176,13.61,1212.0,508.65,9.763000,6033.00,4.460,0.2100,1.0460,1.1530
274,11449844,K00125.01,Kepler-468 b,CONFIRMED,38.478766290,0.0030,5.04169,2.3530e+04,0.138123,13.26,484.0,13.01,66.361400,5510.00,4.539,0.1600,0.8790,0.9730
276,8628973,K00916.01,Kepler-724 b,CONFIRMED,3.314947362,0.7990,1.80070,1.3982e+03,0.038195,3.94,1155.0,421.03,9.370000,5609.00,4.481,0.1600,0.9440,0.9830
278,8672910,K00918.01,Kepler-725 b,CONFIRMED,39.643155200,0.0620,6.52920,1.5664e+04,0.111685,10.98,472.0,11.74,51.489000,5231.00,4.455,0.1400,0.9000,0.8440
280,8689031,K00920.01,Kepler-726 b,CONFIRMED,21.804516110,0.7510,3.40970,1.1449e+03,0.033653,2.60,543.0,20.48,34.700000,5481.00,4.629,-0.5000,0.7080,0.8060
281,8689373,K00921.01,Kepler-253 c,CONFIRMED,10.281945930,0.1680,3.43660,1.1107e+03,0.029849,2.53,680.0,50.60,23.230000,5196.00,4.593,0.0400,0.7750,0.8690
282,8689373,K00921.02,Kepler-253 d,CONFIRMED,18.119930390,0.2060,4.23090,1.5069e+03,0.034825,2.95,563.0,23.77,33.190000,5196.00,4.593,0.0400,0.7750,0.8690
283,8689373,K00921.03,Kepler-253 b,CONFIRMED,3.784028670,0.6910,1.90120,4.2610e+02,0.020134,1.70,949.0,191.78,11.450000,5196.00,4.593,0.0400,0.7750,0.8690
284,8826878,K00922.01,Kepler-727 b,CONFIRMED,5.154481420,0.9330,3.22800,6.9750e+02,0.030415,2.94,964.0,204.10,5.430000,5431.00,4.457,-0.1400,0.8840,0.8160
286,8883593,K00923.01,Kepler-728 b,CONFIRMED,5.743469797,0.0010,3.44120,1.2402e+03,0.032147,3.13,982.0,219.95,13.174000,5897.00,4.531,-0.1600,0.8910,0.9830
289,9077124,K00926.01,Kepler-729 b,CONFIRMED,3.166353562,0.0320,3.31290,1.4734e+03,0.035047,3.82,1273.0,621.92,7.577500,6007.00,4.470,0.0200,0.9980,1.0720
291,9466668,K00939.01,Kepler-256 c,CONFIRMED,3.388012244,0.4330,2.68490,2.8010e+02,0.015454,2.11,1315.0,705.93,8.880000,5553.00,4.221,0.1600,1.2500,0.9490
292,9466668,K00939.02,Kepler-256 d,CONFIRMED,5.839097610,0.3410,3.19150,2.7360e+02,0.015116,2.06,1097.0,341.48,13.380000,5553.00,4.221,0.1600,1.2500,0.9490
293,9466668,K00939.03,Kepler-256 b,CONFIRMED,1.620467654,0.2710,2.18880,1.5960e+02,0.011493,1.57,1681.0,1893.42,5.550000,5553.00,4.221,0.1600,1.2500,0.9490
294,9466668,K00939.04,Kepler-256 e,CONFIRMED,10.681695100,0.6460,3.60500,3.0780e+02,0.016847,2.30,897.0,152.75,17.800000,5553.00,4.221,0.1600,1.2500,0.9490
295,9479273,K00940.01,Kepler-734 b,CONFIRMED,6.104849417,0.0410,4.69120,2.0903e+03,0.040920,3.18,784.0,89.25,10.358100,5085.00,4.584,-0.3600,0.7120,0.7100
296,8359498,K00127.01,Kepler-77 b,CONFIRMED,3.578780566,0.0790,2.91089,1.1382e+04,0.096067,10.43,1145.0,406.60,10.287300,5524.00,4.421,0.2000,0.9940,0.9500
298,9334289,K00934.01,Kepler-254 b,CONFIRMED,5.826657508,0.0330,2.91830,1.5391e+03,0.035356,4.09,1013.0,248.57,15.796000,5561.00,4.362,0.1600,1.0600,0.9430
299,9334289,K00934.02,Kepler-254 c,CONFIRMED,12.412163470,0.0210,3.73900,6.1130e+02,0.022270,2.58,787.0,90.65,25.930000,5561.00,4.362,0.1600,1.0600,0.9430
300,9334289,K00934.03,Kepler-254 d,CONFIRMED,18.746490110,0.5080,3.89500,7.9680e+02,0.026327,3.05,686.0,52.38,32.800000,5561.00,4.362,0.1600,1.0600,0.9430
301,9347899,K00935.01,Kepler-31 b,CONFIRMED,20.860212290,0.0660,5.19370,1.9105e+03,0.040067,5.50,781.0,87.76,31.855000,6035.00,4.220,-0.2800,1.2570,0.9580
302,9347899,K00935.02,Kepler-31 c,CONFIRMED,42.634278480,0.1420,6.19980,1.7193e+03,0.038058,5.22,615.0,33.82,54.020000,6035.00,4.220,-0.2800,1.2570,0.9580
303,9347899,K00935.03,Kepler-31 d,CONFIRMED,87.647606800,0.1470,8.87100,1.0096e+03,0.029163,4.00,484.0,12.94,76.880000,6035.00,4.220,-0.2800,1.2570,0.9580
305,9388479,K00936.01,Kepler-732 b,CONFIRMED,9.467821474,0.0810,2.43270,2.2370e+03,0.042684,2.13,407.0,6.47,30.913000,3582.00,4.807,0.1800,0.4580,0.4910
306,9388479,K00936.02,Kepler-732 c,CONFIRMED,0.893040969,0.0090,1.09810,7.4170e+02,0.024717,1.24,893.0,151.14,6.394000,3582.00,4.807,0.1800,0.4580,0.4910
307,11359879,K00128.01,Kepler-15 b,CONFIRMED,4.942783419,0.5660,3.25346,1.1145e+04,0.099444,10.62,1008.0,244.42,10.970000,5514.00,4.459,0.3600,0.9780,1.0030
308,9406990,K00937.01,Kepler-733 b,CONFIRMED,20.834267310,0.2560,4.04540,9.8840e+02,0.028495,2.74,595.0,29.62,39.200000,5537.00,4.549,0.2100,0.8800,0.9990
309,9415172,K00938.01,Kepler-255 c,CONFIRMED,9.946023570,0.0350,3.38620,9.9450e+02,0.028229,3.12,807.0,100.34,23.070000,5344.00,4.365,0.1600,1.0130,0.8670
310,9415172,K00938.02,Kepler-255 d,CONFIRMED,1.045621950,0.0370,1.89550,2.1300e+02,0.013092,1.45,1710.0,2031.84,4.307000,5344.00,4.365,0.1600,1.0130,0.8670
311,9415172,K00938.03,Kepler-255 b,CONFIRMED,5.714623960,0.5030,2.33600,2.9780e+02,0.016046,1.78,971.0,210.16,16.510000,5344.00,4.365,0.1600,1.0130,0.8670
313,3231341,K01102.02,Kepler-24 b,CONFIRMED,8.145159810,0.9650,5.07300,4.4680e+02,0.025296,3.43,1050.0,287.91,4.370000,5896.00,4.197,-0.3600,1.2400,0.8840
314,3231341,K01102.03,Kepler-24 e,CONFIRMED,18.998527900,1.3000,4.52900,4.3070e+02,0.318792,43.17,792.0,93.03,7.280000,5896.00,4.197,-0.3600,1.2400,0.8840
315,3231341,K01102.04,Kepler-24 d,CONFIRMED,4.244390490,0.9490,3.28200,1.7400e+02,0.015253,2.07,1305.0,686.99,3.690000,5896.00,4.197,-0.3600,1.2400,0.8840
317,7626506,K00150.02,Kepler-112 c,CONFIRMED,28.574269200,0.0680,4.94270,8.2490e+02,0.026109,2.32,538.0,19.83,45.220000,5551.00,4.508,-0.4200,0.8120,0.7760
333,8559644,K00139.01,Kepler-111 c,CONFIRMED,224.778935500,0.6520,11.18990,3.4875e+03,0.056891,7.67,333.0,2.92,127.600000,5873.00,4.293,0.1800,1.2350,1.0920
336,3240158,K01106.01,Kepler-769 b,CONFIRMED,7.426081230,0.0970,3.63790,4.4330e+02,0.019228,2.47,1037.0,273.78,15.830000,6049.00,4.353,0.1600,1.1760,1.1400
337,3240158,K01106.02,Kepler-769 c,CONFIRMED,15.986893200,0.5330,4.15800,1.7850e+02,0.012587,1.62,803.0,98.51,25.300000,6049.00,4.353,0.1600,1.1760,1.1400
339,3218908,K01108.01,Kepler-770 b,CONFIRMED,18.925372460,0.8060,3.98350,6.4090e+02,0.026104,13.92,1171.0,443.58,23.100000,4941.00,3.317,0.4000,4.8850,1.8080
343,10350571,K01175.01,Kepler-784 b,CONFIRMED,31.592580900,0.2830,13.56600,1.4510e+02,0.010989,1.78,688.0,53.09,17.280000,5676.00,4.100,0.1000,1.4870,1.0160
344,3749365,K01176.01,Kepler-785 b,CONFIRMED,1.973760850,0.3370,1.82542,3.0222e+04,0.159864,8.78,753.0,76.10,9.200000,3807.00,4.762,-0.0600,0.5030,0.5340
349,3632418,K00975.01,Kepler-21 A b,CONFIRMED,2.785821236,0.8930,3.55990,6.8900e+01,0.008919,1.69,1784.0,2388.98,2.950000,6202.00,4.026,-0.1000,1.7330,1.1620
353,5809890,K01050.01,Kepler-755 b,CONFIRMED,1.269091415,0.4120,1.46470,3.4090e+02,0.016909,1.41,1331.0,740.47,6.190000,5041.00,4.576,0.0200,0.7660,0.8070
356,3218908,K01108.02,Kepler-770 c,CONFIRMED,1.475323222,0.1360,2.31550,1.5490e+02,0.011027,5.88,2740.0,13331.51,4.913000,4941.00,3.317,0.4000,4.8850,1.8080
357,3218908,K01108.03,Kepler-770 d,CONFIRMED,4.152461180,0.6390,2.57550,2.2340e+02,0.014280,7.62,1941.0,3354.56,9.740000,4941.00,3.317,0.4000,4.8850,1.8080
359,2837111,K01110.01,Kepler-771 b,CONFIRMED,8.734885200,0.3140,4.49000,2.7070e+02,0.015161,1.59,890.0,148.62,14.360000,5982.00,4.493,-0.0400,0.9600,1.0470
374,5956342,K01052.01,Kepler-265 c,CONFIRMED,17.029027860,0.2020,4.64500,5.6890e+02,0.021839,2.54,755.0,76.66,28.060000,5839.00,4.327,-0.2800,1.0670,0.8810
375,5956342,K01052.02,Kepler-265 b,CONFIRMED,6.846192360,0.0770,3.52900,2.4680e+02,0.014341,1.67,1022.0,258.41,15.000000,5839.00,4.327,-0.2800,1.0670,0.8810
376,5956342,K01052.03,Kepler-265 e,CONFIRMED,67.832163800,0.0270,7.35800,5.0780e+02,0.020550,2.39,476.0,12.14,71.850000,5839.00,4.327,-0.2800,1.0670,0.8810
377,5956342,K01052.04,Kepler-265 d,CONFIRMED,43.131214700,0.6700,3.19800,4.4780e+02,0.020505,2.39,554.0,22.21,79.300000,5839.00,4.327,-0.2800,1.0670,0.8810
378,5956656,K01053.01,Kepler-756 b,CONFIRMED,1.224866441,0.2860,1.70860,1.9600e+02,0.012766,1.54,1741.0,2174.33,5.358000,5553.00,4.320,0.1400,1.1070,0.9330
380,2854914,K01113.01,Kepler-268 b,CONFIRMED,25.934064060,0.0140,4.61420,4.1450e+02,0.018556,2.48,695.0,55.10,43.730000,5952.00,4.287,0.0600,1.2250,1.0590
381,2854914,K01113.02,Kepler-268 c,CONFIRMED,83.446348500,0.0580,6.53600,5.0300e+02,0.020442,2.73,471.0,11.59,99.380000,5952.00,4.287,0.0600,1.2250,1.0590
383,3116412,K01115.01,Kepler-772 b,CONFIRMED,12.992048530,0.0910,6.01750,2.7060e+02,0.014939,2.03,866.0,132.94,16.683000,5765.00,4.236,0.0000,1.2420,0.9680
389,8394721,K00152.01,Kepler-79 d,CONFIRMED,52.090816270,0.0650,8.63880,2.8941e+03,0.049363,7.14,592.0,29.07,48.249000,6198.00,4.237,-0.0400,1.3240,1.1010
393,2854698,K00986.01,Kepler-260 b,CONFIRMED,8.187394430,0.3770,3.04720,5.1760e+02,0.020743,1.92,782.0,88.36,19.480000,5251.00,4.494,0.0000,0.8490,0.8210
394,2854698,K00986.02,Kepler-260 c,CONFIRMED,76.049816300,0.0150,7.15800,4.4590e+02,0.018858,1.75,372.0,4.53,82.690000,5251.00,4.494,0.0000,0.8490,0.8210
395,8559644,K00139.02,Kepler-111 b,CONFIRMED,3.341799486,0.4260,2.92540,1.7820e+02,0.012380,1.67,1356.0,798.41,8.040000,5873.00,4.293,0.1800,1.2350,1.0920
401,2849805,K01116.01,Kepler-773 b,CONFIRMED,3.749105745,0.9420,1.98260,1.8260e+02,0.015686,1.68,1160.0,428.25,5.560000,5751.00,4.447,0.0600,0.9830,0.9870
402,3114811,K01117.01,Kepler-774 b,CONFIRMED,11.089566020,0.0200,6.28770,1.4810e+02,0.011202,3.51,1422.0,965.62,13.634000,6353.00,3.698,-0.1000,2.8670,1.4970
406,3554031,K01194.01,Kepler-415 c,CONFIRMED,8.707983090,0.0630,2.49040,1.4196e+03,0.033251,2.01,543.0,20.59,27.560000,4362.00,4.722,-0.5000,0.5540,0.5900
408,3554031,K01194.03,Kepler-415 b,CONFIRMED,4.176342760,0.1420,2.33500,5.3150e+02,0.020401,1.23,694.0,54.80,13.820000,4362.00,4.722,-0.5000,0.5540,0.5900
409,8394721,K00152.02,Kepler-79 c,CONFIRMED,27.402298590,0.0220,6.84910,7.4750e+02,0.025079,3.63,734.0,68.46,31.329000,6198.00,4.237,-0.0400,1.3240,1.1010
410,7295235,K00987.01,Kepler-743 b,CONFIRMED,3.179267286,0.1710,1.02460,2.0090e+02,0.012917,1.21,1101.0,347.01,23.670000,5511.00,4.554,0.1000,0.8570,0.9600
411,2302548,K00988.01,Kepler-261 b,CONFIRMED,10.381224470,0.3190,2.71500,8.0150e+02,0.025572,2.18,672.0,48.37,28.480000,5095.00,4.566,0.0200,0.7800,0.8160
412,2302548,K00988.02,Kepler-261 c,CONFIRMED,24.570902300,0.9450,3.58700,7.6420e+02,0.033128,2.82,505.0,15.33,21.800000,5095.00,4.566,0.0200,0.7800,0.8160
415,9818381,K00135.01,Kepler-43 b,CONFIRMED,3.024092505,0.4240,2.80210,7.7650e+03,0.081878,12.14,1489.0,1162.54,8.238000,6063.00,4.261,0.3400,1.3580,1.2270
417,6060203,K01059.01,Kepler-757 b,CONFIRMED,1.022678654,0.0190,1.37120,1.2920e+02,0.010229,1.14,1734.0,2138.47,5.785000,5366.00,4.363,0.1600,1.0200,0.8750
418,5880320,K01060.01,Kepler-758 b,CONFIRMED,12.109687090,0.9240,6.34610,2.8470e+02,0.018700,2.98,1005.0,240.80,6.340000,6021.00,4.093,-0.3400,1.4580,0.9600
419,5880320,K01060.02,Kepler-758 c,CONFIRMED,4.757961030,0.6210,4.66000,1.2450e+02,0.010702,1.70,1372.0,835.65,6.270000,6021.00,4.093,-0.3400,1.4580,0.9600
420,5880320,K01060.03,Kepler-758 d,CONFIRMED,20.497275500,0.9660,8.53600,2.4290e+02,0.018577,2.96,843.0,119.42,6.000000,6021.00,4.093,-0.3400,1.4580,0.9600
427,3859079,K01199.01,Kepler-786 b,CONFIRMED,53.529270200,0.3460,5.66800,1.0861e+03,0.029542,2.28,348.0,3.48,70.000000,4736.00,4.624,0.1200,0.7080,0.7910
430,3444588,K01202.01,Kepler-787 b,CONFIRMED,0.928310036,0.1810,1.18990,3.7620e+02,0.017601,1.16,1115.0,365.72,6.000000,4109.00,4.672,-0.0200,0.6020,0.6210
431,8394721,K00152.03,Kepler-79 b,CONFIRMED,13.484576680,0.0110,5.01970,6.5350e+02,0.023452,3.39,929.0,176.29,21.010000,6198.00,4.237,-0.0400,1.3240,1.1010
432,3962243,K01203.01,Kepler-276 c,CONFIRMED,31.884147300,0.9380,6.12200,9.1000e+02,0.034770,3.70,563.0,23.82,17.440000,5779.00,4.477,0.1400,0.9740,1.0370
435,10154388,K00991.01,Kepler-744 b,CONFIRMED,12.062229620,0.3920,2.05840,3.0020e+02,0.015945,1.62,750.0,74.80,42.000000,5547.00,4.451,0.0000,0.9330,0.8970
436,1432789,K00992.01,Kepler-745 b,CONFIRMED,9.931463070,0.0370,5.67800,3.9860e+02,0.018094,2.41,931.0,177.83,13.607000,5782.00,4.280,0.1600,1.2200,1.0350
437,1718189,K00993.01,Kepler-262 c,CONFIRMED,21.853629050,0.6760,3.43900,3.5560e+02,0.018296,1.75,618.0,34.57,37.000000,5830.00,4.540,-0.1400,0.8760,0.9700
438,5880320,K01060.04,Kepler-758 e,CONFIRMED,8.193450650,0.8150,5.23400,1.1540e+02,0.010952,1.74,1144.0,405.75,7.210000,6021.00,4.093,-0.3400,1.4580,0.9600
440,6037187,K01061.01,Kepler-759 b,CONFIRMED,41.805954400,0.0290,6.05700,4.3440e+02,0.019015,2.02,533.0,19.02,53.710000,5907.00,4.445,-0.1600,0.9730,0.9610
445,5735762,K00148.01,Kepler-48 b,CONFIRMED,4.778003060,0.0200,2.73610,4.7300e+02,0.019376,1.85,932.0,177.79,13.609100,5192.00,4.489,0.1800,0.8730,0.8560
448,6359320,K01127.01,Kepler-269 b,CONFIRMED,5.326672990,0.0430,3.40450,6.1140e+02,0.022482,2.26,1007.0,242.97,12.225000,5831.00,4.517,0.0000,0.9210,1.0160
455,1718189,K00993.02,Kepler-262 b,CONFIRMED,13.060793600,0.7180,3.21500,2.3660e+02,0.015111,1.45,734.0,68.66,22.290000,5830.00,4.540,-0.1400,0.8760,0.9700
465,8222813,K01069.01,Kepler-760 b,CONFIRMED,8.704205250,0.5000,2.93850,1.0749e+03,0.030316,2.86,748.0,74.13,20.400000,5074.00,4.474,0.1600,0.8630,0.8090
466,6359320,K01127.02,Kepler-269 c,CONFIRMED,8.128093300,0.3570,3.72700,2.2410e+02,0.013795,1.39,875.0,138.51,15.820000,5831.00,4.517,0.0000,0.9210,1.0160
468,6362874,K01128.01,Kepler-775 b,CONFIRMED,0.974868896,0.1200,1.61910,1.9760e+02,0.012716,1.16,1612.0,1605.87,4.664000,5487.00,4.563,0.0000,0.8320,0.9240
469,6272413,K01129.01,Kepler-776 b,CONFIRMED,4.897210060,0.6600,1.81200,2.7440e+02,0.015988,1.48,904.0,157.93,15.970000,5093.00,4.483,0.0800,0.8470,0.7940
